classifier,target_class,family,id,fold,raw_score,p_lofo,label,kind
PLM_Domains,TPS,temperature,marts_E01080,2,0.5573765434981511,0.7911109201938543,1,FN
PLM_Domains,TPS,temperature,marts_E01224,3,0.5649094641437457,0.816222106725031,1,FN
PLM_Domains,TPS,temperature,marts_E01114,3,0.5744646533436443,0.8472938150123682,1,FN
PLM_Domains,TPS,temperature,marts_E00716,3,0.5774145556753308,0.8560052006824388,1,FN
PLM_Domains,TPS,temperature,marts_E00936,2,0.5927736565616951,0.8974118768313696,1,FN
PLM_Domains,TPS,temperature,marts_E00263,2,0.5962699308616033,0.9048723156521953,1,FN
PLM_Domains,TPS,temperature,marts_E00499,2,0.6631051086621843,0.9803860970293368,1,FN
PLM_Domains,TPS,temperature,marts_E00498,4,0.6787178835610412,0.9818553945558385,1,FN
PLM_Domains,TPS,temperature,marts_E01476,4,0.7023003764152499,0.9898508564606519,1,FN
PLM_Domains,TPS,temperature,marts_E01484,3,0.7004655535017555,0.9922384143386845,1,FN
PLM_Domains,TPS,temperature,marts_E00578,4,0.7237314154521667,0.994172196511004,1,FN
PLM_Domains,TPS,temperature,marts_E01485,3,0.7122378622862114,0.9943749819100769,1,FN
PLM_Domains,TPS,temperature,marts_E00492,2,0.7106685828545859,0.9944647060457581,1,FN
PLM_Domains,TPS,temperature,marts_E00482,2,0.7211083256903424,0.9958792395738805,1,FN
PLM_Domains,IDS,temperature,marts_E00522,0,0.7336676407355811,0.9718357929769843,0,FP
PLM_Domains,IDS,temperature,marts_E01020,1,0.749589934945923,0.957714987449342,0,FP
PLM_Domains,IDS,temperature,marts_E00103,4,0.6609300564367169,0.8722543856669713,0,FP
PLM_Domains,IDS,temperature,marts_E01326,2,0.5944478253971389,0.7555328551600805,0,FP
PLM_Domains,IDS,temperature,marts_E00505,3,0.5970556390944383,0.7444241128692064,0,FP
PLM_Domains,IDS,temperature,marts_E01106,2,0.5861175468996206,0.7362758900621943,0,FP
PLM_Domains,IDS,temperature,marts_E01080,2,0.5564744507461267,0.6613775150459366,0,FP
PLM_Domains,IDS,temperature,marts_E01533,4,0.5562706238083777,0.6571438037528906,0,FP
PLM_Domains,IDS,temperature,marts_E01227,2,0.5513052560899055,0.6474177730461302,0,FP
PLM_Domains,IDS,temperature,marts_E01226,2,0.5408001362202662,0.6183728756081436,0,FP
PLM_Domains,IDS,temperature,marts_E00254,3,0.3749028157126802,0.19940846699006823,0,FP
PLM_Domains,IDS,temperature,marts_E01225,3,0.3589938301406909,0.1713313964435343,0,FP
PLM_Domains,IDS,temperature,marts_E01224,3,0.34977586641612235,0.15633349948827124,0,FP
PLM_Domains,IDS,temperature,Q93QX2,3,0.21406078252204858,0.028299202785098433,0,FP
PLM_Domains,IDS,temperature,Q9Z5D6,3,0.20001630524145167,0.022557406249190216,0,FP
PLM_Domains,IDS,temperature,P26170,3,0.18959691380547802,0.018899952134473524,0,FP
PLM_Domains,IDS,temperature,A0A0B4ZTQ2,1,0.15778252326561848,0.008441963488485941,0,FP
PLM_Domains,IDS,temperature,O34454,4,0.14650311714870595,0.006229168394133804,0,FP
PLM_Domains,IDS,temperature,marts_E01327,2,0.15131206586161333,0.006131120087412776,0,FP
PLM_Domains,IDS,temperature,marts_E01402,3,0.13289961772949224,0.00606339047338053,0,FP
PLM_Domains,IDS,temperature,marts_E00476,2,0.14881615897302602,0.005789097146606918,0,FP
PLM_Domains,IDS,temperature,marts_E00492,2,0.14874462574288635,0.005779512104291046,0,FP
PLM_Domains,IDS,temperature,marts_E00659,3,0.12850093803035056,0.005460859416939316,0,FP
PLM_Domains,IDS,temperature,marts_E00482,2,0.1458924351724459,0.005406986339211839,0,FP
PLM_Domains,IDS,temperature,O27767,3,0.12760120832099353,0.00534314948449884,0,FP
PLM_Domains,IDS,temperature,marts_E00984,0,0.23012360038690413,0.014483622780146407,1,FN
PLM_Domains,IDS,temperature,marts_E00519,0,0.34856282255403576,0.10106900413996839,1,FN
PLM_Domains,IDS,temperature,marts_E00518,0,0.35405159959820554,0.10897702960754627,1,FN
PLM_Domains,IDS,temperature,marts_E00520,0,0.3595984364715278,0.11745339840354423,1,FN
PLM_Domains,IDS,temperature,marts_E00205,0,0.36558201966291787,0.12716135715836063,1,FN
PLM_Domains,IDS,temperature,marts_E01087,4,0.3410428989899059,0.1305917757658477,1,FN
PLM_Domains,IDS,temperature,marts_E00322,0,0.375074161902696,0.1438056687383918,1,FN
PLM_Domains,IDS,temperature,marts_E00211,0,0.5460367196490604,0.6559619973340797,1,FN
PLM_Domains,IDS,temperature,marts_E00548,4,0.5567485159316476,0.658398351841278,1,FN
PLM_Domains,IDS,temperature,marts_E00179,3,0.5838637791071484,0.7151966894385094,1,FN
PLM_Domains,IDS,temperature,marts_E00539,0,0.5658151260010681,0.7161338311958887,1,FN
PLM_Domains,IDS,temperature,marts_E00466,3,0.5861007426988212,0.720271871691009,1,FN
PLM_Domains,IDS,temperature,marts_E01242,3,0.5907724416983153,0.7307160926304895,1,FN
PLM_Domains,IDS,temperature,marts_E00123,3,0.5928293137060321,0.7352468939113553,1,FN
PLM_Domains,IDS,temperature,marts_E00497,3,0.5969764405116568,0.7442537922290031,1,FN
PLM_Domains,IDS,temperature,marts_E00097,3,0.5981469833504192,0.7467646157324312,1,FN
PLM_Domains,IDS,temperature,marts_E00563,3,0.5989398622339532,0.7484574166095168,1,FN
PLM_Domains,IDS,temperature,marts_E00574,3,0.6027420100277746,0.7564852831135213,1,FN
PLM_Domains,IDS,temperature,marts_E00381,3,0.6030656611880556,0.7571617363209588,1,FN
PLM_Domains,IDS,temperature,marts_E00380,3,0.6047775210283278,0.7607214884944489,1,FN
PLM_Domains,IDS,temperature,marts_E00145,3,0.6062028155311342,0.7636619482139275,1,FN
PLM_Domains,IDS,temperature,marts_E00377,3,0.6094863487476337,0.7703545954394521,1,FN
PLM_Domains,IDS,temperature,marts_E00549,1,0.608820989871187,0.7788242461462396,1,FN
PLM_Domains,IDS,temperature,marts_E00137,3,0.6141674456141119,0.7796975647239233,1,FN
PLM_Domains,IDS,temperature,marts_E00540,0,0.5903923574531866,0.7820390692357647,1,FN
PLM_Domains,FPP,logit_platt,marts_E01480,1,0.9305318198644827,0.9871100118924326,0,FP
PLM_Domains,FPP,logit_platt,marts_E00559,1,0.9167063947150934,0.9809320574479801,0,FP
PLM_Domains,FPP,logit_platt,marts_E01517,1,0.8662061486289041,0.9461448727100379,0,FP
PLM_Domains,FPP,logit_platt,marts_E01379,1,0.8376760296711935,0.9173504712067388,0,FP
PLM_Domains,FPP,logit_platt,marts_E01514,4,0.8468854851576233,0.893937337809866,0,FP
PLM_Domains,FPP,logit_platt,marts_E01301,3,0.8269356215351462,0.8876929374906468,0,FP
PLM_Domains,FPP,logit_platt,marts_E01253,3,0.8243442256245394,0.883793903905848,0,FP
PLM_Domains,FPP,logit_platt,marts_E01205,1,0.8050885986127746,0.8761077835208837,0,FP
PLM_Domains,FPP,logit_platt,marts_E00798,2,0.8284951938342647,0.8751535872981974,0,FP
PLM_Domains,FPP,logit_platt,marts_E00401,3,0.8168361411383552,0.8721034670641211,0,FP
PLM_Domains,FPP,logit_platt,marts_E00799,2,0.8158027828099348,0.8537993180266465,0,FP
PLM_Domains,FPP,logit_platt,marts_E00797,2,0.8120004013578517,0.847085762461838,0,FP
PLM_Domains,FPP,logit_platt,marts_E00792,3,0.7996289820642237,0.8431594165664643,0,FP
PLM_Domains,FPP,logit_platt,marts_E01390,4,0.8123021562555787,0.8407140346881061,0,FP
PLM_Domains,FPP,logit_platt,marts_E00786,3,0.7977902503118999,0.839894880883145,0,FP
PLM_Domains,FPP,logit_platt,marts_E00650,2,0.7952816102708352,0.8159315077524009,0,FP
PLM_Domains,FPP,logit_platt,marts_E00856,3,0.7827105982086454,0.8119377638863718,0,FP
PLM_Domains,FPP,logit_platt,marts_E01535,4,0.794566555441313,0.8098728702441768,0,FP
PLM_Domains,FPP,logit_platt,marts_E00647,4,0.7891007232564854,0.7999400757248663,0,FP
PLM_Domains,FPP,logit_platt,marts_E00027,0,0.7826044362412212,0.7908853017829306,0,FP
PLM_Domains,FPP,logit_platt,marts_E00010,1,0.7506442740899213,0.7884301418596923,0,FP
PLM_Domains,FPP,logit_platt,marts_E00882,2,0.779337345332152,0.7839307488733306,0,FP
PLM_Domains,FPP,logit_platt,marts_E00026,0,0.7790262961954707,0.7838583991590522,0,FP
PLM_Domains,FPP,logit_platt,marts_E00368,1,0.7444026876502713,0.777043596453868,0,FP
PLM_Domains,FPP,logit_platt,marts_E01527,1,0.7405658745933216,0.7699247303638984,0,FP
PLM_Domains,FPP,logit_platt,marts_E00641,2,0.07500213659085535,0.0012954369387608916,1,FN
PLM_Domains,FPP,logit_platt,marts_E00716,3,0.08864949438022462,0.0018922070535465256,1,FN
PLM_Domains,FPP,logit_platt,marts_E01235,0,0.083461186753799,0.0023473205226818214,1,FN
PLM_Domains,FPP,logit_platt,marts_E01114,3,0.09806858287225038,0.0024003300649409706,1,FN
PLM_Domains,FPP,logit_platt,marts_E01477,3,0.10257991883001426,0.0026706842322721607,1,FN
PLM_Domains,FPP,logit_platt,marts_E01177,3,0.11342100754938288,0.0033962074608295104,1,FN
PLM_Domains,FPP,logit_platt,marts_E00537,3,0.11471501388258992,0.00349024901070047,1,FN
PLM_Domains,FPP,logit_platt,marts_E00311,3,0.12155052427416004,0.0040145465575820395,1,FN
PLM_Domains,FPP,logit_platt,marts_E01522,3,0.13715804090526446,0.005395049201578522,1,FN
PLM_Domains,FPP,logit_platt,marts_E00569,0,0.1327493898201442,0.006630378276999891,1,FN
PLM_Domains,FPP,logit_platt,marts_E00367,3,0.15420278445264937,0.0072215447952136,1,FN
PLM_Domains,FPP,logit_platt,marts_E01284,3,0.16371704755582236,0.008400114499059946,1,FN
PLM_Domains,FPP,logit_platt,marts_E00103,4,0.1937492288443993,0.020804004948680347,1,FN
PLM_Domains,FPP,logit_platt,marts_E01326,2,0.250528681057197,0.02486862241334302,1,FN
PLM_Domains,FPP,logit_platt,marts_E01106,2,0.26245852503754025,0.028266624235831976,1,FN
PLM_Domains,FPP,logit_platt,marts_E01507,1,0.2152725819810551,0.028329265150715727,1,FN
PLM_Domains,FPP,logit_platt,marts_E01512,2,0.2641882020959959,0.028786231225588706,1,FN
PLM_Domains,FPP,logit_platt,marts_E01080,2,0.28568069105166694,0.03585213030457162,1,FN
PLM_Domains,FPP,logit_platt,marts_E00233,2,0.29324791382057014,0.038624811716206416,1,FN
PLM_Domains,FPP,logit_platt,marts_E01226,2,0.3002923513592554,0.0413486699544373,1,FN
PLM_Domains,FPP,logit_platt,marts_E01227,2,0.3070700936646382,0.04410462089517128,1,FN
PLM_Domains,FPP,logit_platt,marts_E01533,4,0.2680382095576946,0.0453051814234681,1,FN
PLM_Domains,FPP,logit_platt,marts_E00138,2,0.32830186394777994,0.05365399215767845,1,FN
PLM_Domains,FPP,logit_platt,marts_E00911,4,0.2956433292541435,0.057996829694344235,1,FN
PLM_Domains,FPP,logit_platt,marts_E01225,3,0.3605617136719881,0.07538949219129112,1,FN
PLM_Domains,GPP,logit_platt,marts_E00258,1,0.9080357255030274,0.9343673556536883,0,FP
PLM_Domains,GPP,logit_platt,marts_E00355,1,0.897858148809895,0.921127891818129,0,FP
PLM_Domains,GPP,logit_platt,marts_E00303,1,0.8844826251081634,0.9022561798593043,0,FP
PLM_Domains,GPP,logit_platt,marts_E01009,3,0.8715218498477321,0.8971026364593448,0,FP
PLM_Domains,GPP,logit_platt,marts_E00625,4,0.8770973945553897,0.8907633292755297,0,FP
PLM_Domains,GPP,logit_platt,marts_E01257,4,0.8708353926851836,0.8812957411355673,0,FP
PLM_Domains,GPP,logit_platt,marts_E00330,0,0.8541985276304637,0.8721876496532665,0,FP
PLM_Domains,GPP,logit_platt,marts_E00886,3,0.8447039623110442,0.8574547345539576,0,FP
PLM_Domains,GPP,logit_platt,marts_E01393,1,0.8543240851876159,0.8542403044663481,0,FP
PLM_Domains,GPP,logit_platt,marts_E00774,1,0.8487614309621059,0.8446550455904182,0,FP
PLM_Domains,GPP,logit_platt,marts_E00684,4,0.8447760577661786,0.839086872147001,0,FP
PLM_Domains,GPP,logit_platt,marts_E01498,4,0.8415835254630338,0.8336357969350978,0,FP
PLM_Domains,GPP,logit_platt,marts_E01281,1,0.8359292713669259,0.8217984779146894,0,FP
PLM_Domains,GPP,logit_platt,marts_E01280,1,0.8353122076806969,0.8206748898014727,0,FP
PLM_Domains,GPP,logit_platt,marts_E00621,0,0.8200555320708502,0.8177716748278944,0,FP
PLM_Domains,GPP,logit_platt,marts_E01017,1,0.8312200732994361,0.813170536912552,0,FP
PLM_Domains,GPP,logit_platt,marts_E00770,1,0.8297557643409015,0.8104633335105861,0,FP
PLM_Domains,GPP,logit_platt,marts_E00690,4,0.8276511721781958,0.8092304757349739,0,FP
PLM_Domains,GPP,logit_platt,marts_E00773,1,0.8227080237589202,0.7972805189407567,0,FP
PLM_Domains,GPP,logit_platt,marts_E01037,1,0.8135936568567266,0.7798850974433836,0,FP
PLM_Domains,GPP,logit_platt,marts_E00911,4,0.7814085500409615,0.7227326594147913,0,FP
PLM_Domains,GPP,logit_platt,marts_E01055,3,0.733823032559988,0.6575173752020806,0,FP
PLM_Domains,GPP,logit_platt,marts_E01516,0,0.7116218017242386,0.6172229459847586,0,FP
PLM_Domains,GPP,logit_platt,marts_E01035,3,0.7051585689169761,0.6019024214953106,0,FP
PLM_Domains,GPP,logit_platt,marts_E01028,3,0.704782240770935,0.6011735527082465,0,FP
PLM_Domains,GPP,logit_platt,marts_E01020,1,0.05940982576009013,0.0025963069903796065,1,FN
PLM_Domains,GPP,logit_platt,marts_E01370,4,0.09824545838081825,0.008156646276075465,1,FN
PLM_Domains,GPP,logit_platt,marts_E00641,2,0.1539313104095714,0.016119644473805816,1,FN
PLM_Domains,GPP,logit_platt,marts_E00639,2,0.17516106781769974,0.020959372365144387,1,FN
PLM_Domains,GPP,logit_platt,marts_E00692,2,0.1751672569725433,0.02096089311854315,1,FN
PLM_Domains,GPP,logit_platt,marts_E00846,2,0.17795641299964662,0.02165292794265561,1,FN
PLM_Domains,GPP,logit_platt,marts_E00640,2,0.18819950257084198,0.024311019477770795,1,FN
PLM_Domains,GPP,logit_platt,marts_E00595,3,0.1798112813632067,0.026529047855668786,1,FN
PLM_Domains,GPP,logit_platt,marts_E00945,3,0.18161328793266787,0.02706245694436362,1,FN
PLM_Domains,GPP,logit_platt,marts_E01049,3,0.18733849556456522,0.028798467051540006,1,FN
PLM_Domains,GPP,logit_platt,marts_E01366,1,0.2113984177352127,0.029645634651316467,1,FN
PLM_Domains,GPP,logit_platt,marts_E00584,4,0.1989432773848072,0.0310255751314934,1,FN
PLM_Domains,GPP,logit_platt,marts_E00905,0,0.19336688875299782,0.03190912759512501,1,FN
PLM_Domains,GPP,logit_platt,marts_E00585,4,0.20625288089944097,0.03335007578786563,1,FN
PLM_Domains,GPP,logit_platt,marts_E01369,3,0.2076707440511399,0.03548677496445098,1,FN
PLM_Domains,GPP,logit_platt,marts_E00586,4,0.21844722296153102,0.03745384411109792,1,FN
PLM_Domains,GPP,logit_platt,marts_E01326,2,0.23148737772097627,0.03771455047859983,1,FN
PLM_Domains,GPP,logit_platt,marts_E00767,2,0.24188017817115948,0.04149770958114657,1,FN
PLM_Domains,GPP,logit_platt,marts_E01225,3,0.2262509697471036,0.042347752118439684,1,FN
PLM_Domains,GPP,logit_platt,marts_E00947,1,0.25611109086156375,0.04470116668841133,1,FN
PLM_Domains,GPP,logit_platt,marts_E00580,4,0.24345143100389394,0.04679537265064857,1,FN
PLM_Domains,GPP,logit_platt,marts_E00805,0,0.2400611772178383,0.04964047387766539,1,FN
PLM_Domains,GPP,logit_platt,marts_E01226,2,0.26351215255094407,0.05014140865924745,1,FN
PLM_Domains,GPP,logit_platt,marts_E01224,3,0.2466718479859977,0.05076788336707926,1,FN
PLM_Domains,GPP,logit_platt,marts_E00233,2,0.29453524037101253,0.06449695373470017,1,FN
PLM_Domains,GGPP,temperature,marts_E01157,3,0.8665130100265265,0.9908086997338656,0,FP
PLM_Domains,GGPP,temperature,marts_E00038,3,0.7469156621679999,0.9374932564486829,0,FP
PLM_Domains,GGPP,temperature,marts_E00826,1,0.7593424480901285,0.9367708937015311,0,FP
PLM_Domains,GGPP,temperature,marts_E00649,1,0.7162267034955451,0.8976999496739876,0,FP
PLM_Domains,GGPP,temperature,marts_E01177,3,0.6865007010433783,0.8766666052844783,0,FP
PLM_Domains,GGPP,temperature,marts_E01477,3,0.6683709456780793,0.8524056506082861,0,FP
PLM_Domains,GGPP,temperature,marts_E00311,3,0.6662706968681243,0.8494025897761845,0,FP
PLM_Domains,GGPP,temperature,marts_E01313,2,0.6471723734903103,0.8239803495408173,0,FP
PLM_Domains,GGPP,temperature,marts_E00039,0,0.6565688126585397,0.8202247058503024,0,FP
PLM_Domains,GGPP,temperature,marts_E00537,3,0.6394892166780867,0.8075424967151942,0,FP
PLM_Domains,GGPP,temperature,marts_E00037,3,0.638338080597914,0.8055946358290388,0,FP
PLM_Domains,GGPP,temperature,marts_E00794,1,0.6439602116652033,0.800623251267673,0,FP
PLM_Domains,GGPP,temperature,marts_E01254,2,0.6309417832846925,0.7964881267856188,0,FP
PLM_Domains,GGPP,temperature,marts_E01309,0,0.6409206457724027,0.7952731056366888,0,FP
PLM_Domains,GGPP,temperature,marts_E00367,3,0.6316721710123653,0.794075647337037,0,FP
PLM_Domains,GGPP,temperature,marts_E01538,2,0.6280432052246233,0.791314232295207,0,FP
PLM_Domains,GGPP,temperature,marts_E00746,1,0.6380680355407139,0.7908612224991726,0,FP
PLM_Domains,GGPP,temperature,marts_E01272,2,0.6253514787445894,0.7864385138922799,0,FP
PLM_Domains,GGPP,temperature,marts_E01255,2,0.6242855858469993,0.7844889480744378,0,FP
PLM_Domains,GGPP,temperature,marts_E01275,2,0.6208146495059913,0.7780667505920041,0,FP
PLM_Domains,GGPP,temperature,marts_E01522,3,0.6218720535800594,0.7764053457910525,0,FP
PLM_Domains,GGPP,temperature,marts_E01330,2,0.6100554595701172,0.7574517891023953,0,FP
PLM_Domains,GGPP,temperature,marts_E00942,2,0.6100397700477778,0.757420957139932,0,FP
PLM_Domains,GGPP,temperature,marts_E01271,2,0.6078963702302163,0.7531881180179603,0,FP
PLM_Domains,GGPP,temperature,marts_E00767,2,0.6036178053459197,0.7446163753314238,0,FP
PLM_Domains,GGPP,temperature,marts_E01008,3,0.037226280178343576,0.00029181282834394396,1,FN
PLM_Domains,GGPP,temperature,marts_E01443,1,0.042612230326583976,0.0006745838239957795,1,FN
PLM_Domains,GGPP,temperature,marts_E00463,3,0.09586608099365332,0.0036297341322374917,1,FN
PLM_Domains,GGPP,temperature,marts_E01206,3,0.09638292714634283,0.0036839649936019,1,FN
PLM_Domains,GGPP,temperature,marts_E01007,0,0.10001317262786673,0.005788383699725348,1,FN
PLM_Domains,GGPP,temperature,marts_E00887,3,0.11840781690699267,0.0065392792282726025,1,FN
PLM_Domains,GGPP,temperature,marts_E00682,2,0.12449469153944077,0.006942971336454623,1,FN
PLM_Domains,GGPP,temperature,marts_E00798,2,0.12603561859292323,0.007194089513982625,1,FN
PLM_Domains,GGPP,temperature,marts_E00797,2,0.13391992923009957,0.00857896859417156,1,FN
PLM_Domains,GGPP,temperature,marts_E00799,2,0.14165032477251996,0.010108496115546126,1,FN
PLM_Domains,GGPP,temperature,marts_E00541,4,0.12382627367337574,0.01079578431748663,1,FN
PLM_Domains,GGPP,temperature,marts_E01251,3,0.14456617206256822,0.011560220836361577,1,FN
PLM_Domains,GGPP,temperature,marts_E00414,4,0.13366952291339323,0.013189573401163552,1,FN
PLM_Domains,GGPP,temperature,marts_E00453,2,0.1778018191068826,0.019911301127780875,1,FN
PLM_Domains,GGPP,temperature,marts_E00095,0,0.16251594673950745,0.021032962309485013,1,FN
PLM_Domains,GGPP,temperature,marts_E01402,3,0.1826854673028826,0.023001754306173777,1,FN
PLM_Domains,GGPP,temperature,marts_E01225,3,0.1865992489669389,0.024509872285400344,1,FN
PLM_Domains,GGPP,temperature,marts_E01224,3,0.21786957536373533,0.03923724493803567,1,FN
PLM_Domains,GGPP,temperature,marts_E00235,2,0.22842089867942816,0.0432213717121629,1,FN
PLM_Domains,GGPP,temperature,marts_E00452,2,0.2410341486940794,0.05124477704627893,1,FN
PLM_Domains,GGPP,temperature,marts_E01194,2,0.2580698372463947,0.06374430691046756,1,FN
PLM_Domains,GGPP,temperature,marts_E00982,0,0.24149828539473545,0.06412427919007126,1,FN
PLM_Domains,GGPP,temperature,marts_E01141,1,0.24755288783758328,0.06862515296363085,1,FN
PLM_Domains,GGPP,temperature,marts_E01082,4,0.28420258899363643,0.1059558487610297,1,FN
PLM_Domains,GGPP,temperature,marts_E00019,2,0.3060953643323526,0.110811471513902,1,FN
PLM_Domains,EDSQ,temperature,marts_E01231,4,0.9806578693822804,0.998958391438673,0,FP
PLM_Domains,EDSQ,temperature,marts_E01230,4,0.9516164731232406,0.9945673575016526,0,FP
PLM_Domains,EDSQ,temperature,marts_E00913,4,0.46835130485053006,0.4448024016129085,0,FP
PLM_Domains,EDSQ,temperature,marts_E00498,4,0.3445321291076076,0.24512104431337498,0,FP
PLM_Domains,EDSQ,temperature,marts_E00499,2,0.22257734265642198,0.12603073530401537,0,FP
PLM_Domains,EDSQ,temperature,marts_E00263,2,0.12260088530091356,0.04533983151235586,0,FP
PLM_Domains,EDSQ,temperature,marts_E01114,3,0.09027576704976459,0.03350845891504359,0,FP
PLM_Domains,EDSQ,temperature,marts_E00716,3,0.07644944578755455,0.025938810493990327,0,FP
PLM_Domains,EDSQ,temperature,marts_E00551,3,0.03283714836414592,0.007227485233610153,0,FP
PLM_Domains,EDSQ,temperature,marts_E01256,0,0.02798569296759467,0.005426764225097688,0,FP
PLM_Domains,EDSQ,temperature,marts_E01235,0,0.022827424751341256,0.003997849520386264,0,FP
PLM_Domains,EDSQ,temperature,marts_E00943,3,0.02078826644463936,0.003662658441635924,0,FP
PLM_Domains,EDSQ,temperature,Q06625,3,0.02038238971507413,0.003557291425050386,0,FP
PLM_Domains,EDSQ,temperature,marts_E00337,1,0.01681699152005113,0.002576550373229416,0,FP
PLM_Domains,EDSQ,temperature,O18191,3,0.01450373053471281,0.002152333849367403,0,FP
PLM_Domains,EDSQ,temperature,B0TWK0,0,0.014191913831396044,0.001967461422933405,0,FP
PLM_Domains,EDSQ,temperature,P97494,1,0.013161660689664295,0.0017911332195519208,0,FP
PLM_Domains,EDSQ,temperature,Q9SUA4,3,0.012037933023435284,0.0016360254330125947,0,FP
PLM_Domains,EDSQ,temperature,marts_E01423,4,0.024037254314154672,0.0015353029681000826,0,FP
PLM_Domains,EDSQ,temperature,Q9NFN6,1,0.011728160319637743,0.0015099996482232265,0,FP
PLM_Domains,EDSQ,temperature,marts_E00171,1,0.01171668150742813,0.001507813215116059,0,FP
PLM_Domains,EDSQ,temperature,Q9LQ31,1,0.01157225269268087,0.0014803927658699075,0,FP
PLM_Domains,EDSQ,temperature,P48506,1,0.011535532665590936,0.0014734478747974534,0,FP
PLM_Domains,EDSQ,temperature,A0QST8,0,0.011473553928421636,0.0014346444886581921,0,FP
PLM_Domains,EDSQ,temperature,Q8ZKT7,2,0.014214674772510628,0.0014087360598976553,0,FP
PLM_Domains,EDSQ,temperature,marts_E00936,2,0.13304566800692644,0.05205291360988833,1,FN
PLM_Domains,EDSQ,temperature,marts_E00201,1,0.8886075708452398,0.9544120936553117,1,FN
PLM_Domains,EDSQ,temperature,marts_E00433,3,0.8979611591459538,0.9594839824294975,1,FN
PLM_Domains,EDSQ,temperature,marts_E00200,1,0.9041005390104544,0.9639492558899039,1,FN
PLM_Domains,EDSQ,temperature,marts_E00531,1,0.918522405082864,0.9720226745598134,1,FN
PLM_Domains,EDSQ,temperature,marts_E01264,0,0.9204004366654032,0.9732843651334437,1,FN
PLM_Domains,EDSQ,temperature,marts_E00766,2,0.9119483488800397,0.9739028217567602,1,FN
PLM_Domains,EDSQ,temperature,marts_E00783,1,0.9241649301737731,0.9749635480830098,1,FN
